timestamp,x,y,z
2025-03-18 15:56:48.465160+00:00,13.61,-142.21,601.56
2025-03-18 15:52:03.755157+00:00,-33.57,68.54,-241.09
2025-03-18 15:54:48.472865+00:00,-69.03,246.89,-59.69
2025-03-18 15:41:58.262111+00:00,0.55,0.49,-0.37
2025-03-18 15:46:51.022554+00:00,0.73,0.24,0.37
2025-03-18 15:57:06.514797+00:00,-0.06,-0.18,0.24
2025-03-18 15:53:14.002120+00:00,67.81,5.98,-358.58
2025-03-18 15:55:20.244233+00:00,-23.99,-56.76,76.48
2025-03-18 15:34:25.083284+00:00,0.43,0.12,0.06
2025-03-18 15:49:01.277185+00:00,0.12,0.18,0.0
2025-03-18 15:56:34.432917+00:00,0.24,0.06,-0.06
2025-03-18 15:41:00.099398+00:00,1.95,1.89,0.43
2025-03-18 15:50:05.430055+00:00,0.18,0.18,0.06
2025-03-18 15:51:39.694887+00:00,-13.43,47.24,-20.81
2025-03-18 15:52:49.911046+00:00,-67.81,-15.99,559.51
2025-03-18 15:58:28.721472+00:00,75.26,-44.98,71.29
2025-03-18 15:35:47.304132+00:00,2.5,-0.49,0.18
2025-03-18 15:47:45.091465+00:00,-12.82,2.44,-54.5
2025-03-18 15:53:48.098887+00:00,151.0,143.13,-177.37
2025-03-18 15:57:50.619534+00:00,0.18,0.0,0.12
2025-03-18 15:48:23.185383+00:00,0.67,-4.03,1.77
2025-03-18 15:49:31.382126+00:00,0.12,0.18,0.06
2025-03-18 15:52:06.007724+00:00,-68.91,224.37,-507.26
2025-03-18 15:54:54.175353+00:00,90.76,230.9,-122.62
2025-03-18 15:40:10.028823+00:00,-5.31,-1.83,-3.66
2025-03-18 15:47:57.175090+00:00,10.99,-5.37,-37.41
2025-03-18 15:50:27.484576+00:00,0.06,0.06,0.06
2025-03-18 15:41:38.170403+00:00,1.46,-0.73,0.12
2025-03-18 15:33:45.000279+00:00,-8.06,1.89,-3.66
2025-03-18 15:53:46.052113+00:00,26.92,-27.16,168.4
2025-03-18 15:48:55.340554+00:00,1.71,19.84,-13.85
2025-03-18 15:34:13.160320+00:00,2.08,1.16,-0.55
2025-03-18 15:33:28.950788+00:00,0.61,0.0,-0.31
2025-03-18 15:55:14.231531+00:00,-100.1,286.93,-202.82
2025-03-18 15:49:09.291157+00:00,-30.27,69.95,25.45
2025-03-18 15:52:24.030708+00:00,135.38,-140.08,-107.3
2025-03-18 15:50:51.562943+00:00,-0.43,1.77,-0.37
2025-03-18 15:36:55.466452+00:00,-0.18,0.31,0.12
2025-03-18 15:55:54.331969+00:00,0.06,0.24,-0.12
2025-03-18 15:33:00.969294+00:00,0.0,0.06,-0.12
2025-03-18 15:50:19.464922+00:00,0.18,0.18,0.06
2025-03-18 15:35:27.466725+00:00,0.49,0.06,-0.06
2025-03-18 15:35:09.441988+00:00,0.49,0.31,0.37
2025-03-18 15:56:56.486505+00:00,0.31,0.61,-0.31
2025-03-18 15:33:53.093788+00:00,2.32,-0.31,-0.55
2025-03-18 15:41:44.177389+00:00,4.21,-1.16,0.43
2025-03-18 15:37:15.514402+00:00,-2.08,-3.78,0.61
2025-03-18 15:50:49.617859+00:00,-12.51,16.11,-55.54
2025-03-18 15:56:26.418870+00:00,0.12,0.43,0.0
2025-03-18 15:36:29.454799+00:00,0.37,-0.12,-0.79
2025-03-18 15:56:10.371068+00:00,0.0,0.31,-0.06
2025-03-18 15:39:19.824245+00:00,-1.04,0.79,0.18
2025-03-18 15:38:41.728882+00:00,-1.22,-0.12,-1.16
2025-03-18 15:39:11.801812+00:00,-1.28,-0.31,-0.92
2025-03-18 15:39:43.914056+00:00,0.67,-0.92,-0.43
2025-03-18 15:47:27.072062+00:00,-31.98,-36.07,1.53
2025-03-18 15:34:29.095432+00:00,-0.06,0.31,0.18
2025-03-18 15:51:31.702878+00:00,130.31,52.61,-258.61
2025-03-18 15:47:33.045248+00:00,312.5,-244.75,-47.85
2025-03-18 15:56:50.473629+00:00,13.79,19.47,-349.67
2025-03-18 15:35:59.322095+00:00,0.24,0.0,0.12
2025-03-18 15:36:42.665042+00:00,-2.87,0.18,-0.55
2025-03-18 15:46:47.040244+00:00,-0.55,0.12,0.31
2025-03-18 15:54:06.124382+00:00,63.9,208.68,-193.36
2025-03-18 15:39:05.808609+00:00,-17.58,1.28,6.84
2025-03-18 15:37:35.566930+00:00,-0.85,0.37,-0.12
2025-03-18 15:58:30.719542+00:00,-130.0,-266.48,376.1
2025-03-18 15:54:58.185879+00:00,-59.33,170.59,-194.21
2025-03-18 15:35:03.182417+00:00,-2.01,0.43,-0.92
2025-03-18 15:53:09.905886+00:00,-18.8,14.22,-14.89
2025-03-18 15:40:46.030475+00:00,1.1,-1.1,-0.06
2025-03-18 15:34:15.275260+00:00,-0.06,-0.31,-0.12
2025-03-18 15:39:33.877687+00:00,-14.16,-3.78,-3.78
2025-03-18 15:55:40.295562+00:00,-223.27,-427.43,35.77
2025-03-18 15:49:47.460598+00:00,0.18,0.12,0.06
2025-03-18 15:36:25.460653+00:00,0.0,0.43,0.24
2025-03-18 15:53:54.346379+00:00,193.79,77.03,-250.37
2025-03-18 15:58:18.688982+00:00,-176.09,-23.93,358.28
2025-03-18 15:56:40.447118+00:00,0.12,0.18,0.0
2025-03-18 15:36:21.467328+00:00,-0.12,0.18,0.37
2025-03-18 15:55:48.321911+00:00,0.37,0.73,0.18
2025-03-18 15:40:14.017379+00:00,-0.55,0.06,0.55
2025-03-18 15:35:41.327230+00:00,0.24,0.06,-0.06
2025-03-18 15:48:07.210332+00:00,-3.05,-8.54,-29.3
2025-03-18 15:39:49.954911+00:00,0.18,-1.28,-0.49
2025-03-18 15:54:34.182502+00:00,15.75,-17.64,-1.1
2025-03-18 15:37:55.675515+00:00,-2.26,-2.2,0.31
2025-03-18 15:39:53.955184+00:00,0.37,-0.73,0.06
2025-03-18 15:51:29.860939+00:00,142.03,21.36,-269.29
2025-03-18 15:33:08.961123+00:00,-0.92,-0.06,-0.98
2025-03-18 15:37:53.627251+00:00,4.39,-0.12,-0.43
2025-03-18 15:49:19.402762+00:00,0.06,0.12,0.0
2025-03-18 15:38:43.805566+00:00,-0.31,0.55,0.18
2025-03-18 15:47:37.115803+00:00,0.18,0.49,-0.06
2025-03-18 15:57:49.016491+00:00,0.37,0.0,0.31
2025-03-18 15:39:29.987763+00:00,0.73,-0.55,-0.31
2025-03-18 15:54:46.157033+00:00,17.15,-150.27,100.89
2025-03-18 15:32:56.861237+00:00,0.12,0.12,0.12
2025-03-18 15:47:01.058860+00:00,-12.39,-6.53,-7.51
2025-03-18 15:53:25.953078+00:00,-24.11,-135.62,320.86
2025-03-18 15:56:06.362444+00:00,0.06,0.31,-0.12
2025-03-18 15:40:03.881695+00:00,0.43,-1.59,-0.12
2025-03-18 15:50:03.423489+00:00,0.18,0.18,0.0
2025-03-18 15:51:33.653943+00:00,-23.74,-36.62,-184.27
2025-03-18 15:35:17.266042+00:00,-0.18,0.43,0.43
2025-03-18 15:39:17.817127+00:00,1.22,-1.22,-0.31
2025-03-18 15:51:13.682848+00:00,2.01,-3.05,-0.98
2025-03-18 15:58:34.731797+00:00,296.08,-123.47,58.78
2025-03-18 15:55:24.533148+00:00,151.61,-17.94,-101.81
2025-03-18 15:57:24.555083+00:00,1.34,3.23,-1.46
2025-03-18 15:57:08.516436+00:00,0.0,0.06,0.12
2025-03-18 15:34:33.501337+00:00,0.18,0.12,-0.06
2025-03-18 15:46:48.935045+00:00,-0.18,0.0,0.18
2025-03-18 15:34:01.023861+00:00,0.98,-0.18,-0.49
2025-03-18 15:48:17.245446+00:00,0.06,0.12,0.06
2025-03-18 15:56:58.490514+00:00,-0.24,-0.85,0.85
2025-03-18 15:49:03.325551+00:00,0.12,0.18,0.06
2025-03-18 15:51:43.683967+00:00,11.72,88.62,-417.54
2025-03-18 15:54:00.085738+00:00,23.99,189.33,-40.04
2025-03-18 15:39:28.143154+00:00,0.98,1.16,-0.06
2025-03-18 15:58:32.729874+00:00,107.3,103.64,-268.74
2025-03-18 15:48:19.191042+00:00,0.18,0.12,0.06
2025-03-18 15:38:17.672167+00:00,0.37,1.1,-0.98
2025-03-18 15:38:25.688578+00:00,-0.73,0.31,0.06
2025-03-18 15:33:03.123163+00:00,-0.85,0.43,1.1
2025-03-18 15:38:01.718182+00:00,0.18,0.31,0.24
2025-03-18 15:55:18.239249+00:00,88.13,-153.93,-104.19
2025-03-18 15:33:21.243621+00:00,0.43,0.0,-0.06
2025-03-18 15:56:30.420732+00:00,0.12,0.37,-0.06
2025-03-18 15:40:15.965751+00:00,0.73,0.61,0.61
2025-03-18 15:37:31.553292+00:00,-11.29,2.2,-0.12
2025-03-18 15:49:39.473862+00:00,0.12,0.18,0.06
2025-03-18 15:47:17.238295+00:00,-28.02,-11.17,240.17
2025-03-18 15:51:23.677770+00:00,-6.23,-132.26,539.73
2025-03-18 15:51:15.608287+00:00,-194.76,-103.58,361.45
2025-03-18 15:56:12.375725+00:00,0.06,0.37,-0.06
2025-03-18 15:50:53.815634+00:00,0.85,-2.87,1.1
2025-03-18 15:58:22.699056+00:00,59.51,-27.28,160.46
2025-03-18 15:34:11.116913+00:00,0.98,-0.12,-0.12
2025-03-18 15:54:44.215518+00:00,-73.79,-191.1,468.38
2025-03-18 15:57:00.498770+00:00,-0.49,0.43,-0.12
2025-03-18 15:48:03.216872+00:00,-1.22,5.55,3.36
2025-03-18 15:48:25.232688+00:00,0.18,0.12,0.0
2025-03-18 15:51:45.731403+00:00,-205.93,206.79,-405.03
2025-03-18 15:47:04.973376+00:00,-17.7,-175.05,436.16
2025-03-18 15:48:33.219372+00:00,0.06,0.12,0.06
2025-03-18 15:47:29.116650+00:00,0.0,0.92,0.0
2025-03-18 15:58:16.686170+00:00,83.86,-125.85,-294.86
2025-03-18 15:46:57.067157+00:00,-6.16,77.88,13.37
2025-03-18 15:52:47.889232+00:00,-52.25,183.72,-542.97
2025-03-18 15:37:21.783247+00:00,30.15,99.49,-7.87
2025-03-18 15:50:15.477885+00:00,-0.12,-0.06,0.12
2025-03-18 15:47:35.323485+00:00,-0.18,0.06,0.0
2025-03-18 15:55:58.340651+00:00,0.06,0.24,-0.06
2025-03-18 15:34:43.132710+00:00,0.12,0.18,0.55
2025-03-18 15:47:51.133048+00:00,4.76,0.31,8.24
2025-03-18 15:49:21.450158+00:00,0.18,0.18,0.06
2025-03-18 15:36:09.589671+00:00,-0.24,0.61,0.61
2025-03-18 15:54:08.068329+00:00,220.64,-17.27,-258.67
2025-03-18 15:56:44.455373+00:00,1.53,5.98,6.65
2025-03-18 15:40:35.544438+00:00,2.44,-1.04,0.37
2025-03-18 15:36:07.341805+00:00,-0.55,-0.06,-0.06
2025-03-18 15:40:23.133072+00:00,-5.68,-1.1,-2.56
2025-03-18 15:58:04.654828+00:00,0.73,0.43,-0.06
2025-03-18 15:35:53.310745+00:00,-0.12,-0.06,-0.12
2025-03-18 15:57:40.603907+00:00,-0.61,0.37,0.12
2025-03-18 15:37:19.532433+00:00,-78.92,-328.86,34.06
2025-03-18 15:47:49.188606+00:00,-9.64,-22.16,13.0
2025-03-18 15:39:23.830949+00:00,0.37,-1.34,-0.24
2025-03-18 15:40:48.035796+00:00,0.49,0.37,-0.06
2025-03-18 15:36:47.477510+00:00,8.24,0.43,-0.49
2025-03-18 15:33:39.334731+00:00,0.12,0.37,0.0
2025-03-18 15:58:12.677566+00:00,2.44,-0.73,-0.24
2025-03-18 15:36:17.370158+00:00,-7.75,0.67,-0.92
2025-03-18 15:39:01.825982+00:00,0.24,-1.04,0.24
2025-03-18 15:48:41.225609+00:00,0.12,0.18,0.06
2025-03-18 15:55:10.219311+00:00,-29.85,-143.49,31.74
2025-03-18 15:38:59.784140+00:00,-2.44,-0.61,0.37
2025-03-18 15:53:52.093847+00:00,401.31,-92.41,-174.74
2025-03-18 15:57:34.580715+00:00,-0.43,0.24,0.06
2025-03-18 15:41:40.168645+00:00,-0.31,0.24,0.37
2025-03-18 15:35:25.235165+00:00,-0.73,0.18,0.31
2025-03-18 15:33:16.942712+00:00,-0.12,0.24,0.43
2025-03-18 15:47:41.098807+00:00,-0.24,0.06,0.0
2025-03-18 15:53:03.965457+00:00,-128.23,-404.66,249.63
2025-03-18 15:54:18.103876+00:00,-75.07,12.7,422.91
2025-03-18 15:49:11.312365+00:00,0.06,-0.55,0.24
2025-03-18 15:49:23.601272+00:00,0.18,0.12,0.06
2025-03-18 15:35:33.258185+00:00,-0.55,0.18,0.85
2025-03-18 15:38:29.701609+00:00,2.14,-0.67,0.0
2025-03-18 15:36:06.708312+00:00,0.98,-15.14,0.55
2025-03-18 15:39:25.837987+00:00,-0.67,1.65,0.18
2025-03-18 15:47:23.078498+00:00,2.81,16.54,4.27
2025-03-18 15:57:20.544251+00:00,0.0,0.18,0.0
2025-03-18 15:49:55.447325+00:00,0.61,0.24,0.0
2025-03-18 15:34:47.141023+00:00,-2.81,-3.36,-0.12
2025-03-18 15:52:31.914044+00:00,115.66,9.52,-17.76
2025-03-18 15:53:41.989530+00:00,111.02,-22.34,43.76
2025-03-18 15:58:00.643691+00:00,-0.24,0.49,-0.12
2025-03-18 15:39:10.120660+00:00,-1.1,0.98,-19.71
2025-03-18 15:38:49.845614+00:00,0.79,-1.1,0.18
2025-03-18 15:36:31.473959+00:00,2.08,0.31,0.12
2025-03-18 15:47:11.095077+00:00,8.36,23.32,-129.46
2025-03-18 15:57:12.754806+00:00,-0.37,1.83,-0.85
2025-03-18 15:42:06.248111+00:00,5.62,-5.55,2.5
2025-03-18 15:34:07.038373+00:00,-0.92,0.43,1.04
2025-03-18 15:34:09.071344+00:00,-1.04,-0.18,-0.37
2025-03-18 15:58:26.713872+00:00,-20.75,7.08,-57.19
2025-03-18 15:47:13.041358+00:00,-33.57,114.93,-447.75
2025-03-18 15:57:10.520913+00:00,-0.31,1.34,-1.04
2025-03-18 15:40:42.077482+00:00,-2.56,1.71,-0.06
2025-03-18 15:52:19.832116+00:00,-56.95,-99.0,341.13
2025-03-18 15:34:35.124122+00:00,-0.37,0.31,0.37
2025-03-18 15:55:08.218706+00:00,147.4,-118.29,471.37
